"","ADCYAP1","ADIPOQ","ALX1","ARX","BAGE","BAGE2","BAGE3","BAGE4","BAGE5","BCORP1","BMP7","BTBD17","C14ORF39","C15ORF2","C18ORF61","C21ORF15","CALB2","CARTPT","CBLN4","CCL19","CCL21","CCNYL2","CFHR4","CHRNA4","CLEC4M","CR2","CRABP1","CRH","CSAG1","CSAG2","CSAG3","CTAG2","CXORF49","CXORF49B","CYP11B1","CYP4F24P","DDX3Y","DEFA1","DEFA1B","DLK1","DNAJC5G","EIF1AY","ERCC_00013","ERCC_00014","ERCC_00019","ERCC_00022","ERCC_00025","ERCC_00028","ERCC_00031","ERCC_00034","ERCC_00035","ERCC_00039","ERCC_00040","ERCC_00044","ERCC_00051","ERCC_00053","ERCC_00054","ERCC_00058","ERCC_00059","ERCC_00060","ERCC_00062","ERCC_00067","ERCC_00069","ERCC_00071","ERCC_00076","ERCC_00078","ERCC_00079","ERCC_00084","ERCC_00085","ERCC_00092","ERCC_00095","ERCC_00099","ERCC_00108","ERCC_00112","ERCC_00116","ERCC_00126","ERCC_00131","ERCC_00136","ERCC_00143","ERCC_00144","ERCC_00148","ERCC_00154","ERCC_00157","ERCC_00160","ERCC_00162","ERCC_00163","ERCC_00165","ERCC_00170","EVX2","FBXL21","FDCSP","FERD3L","FLJ41350","FOXD3","GABRA1","GCGR","GSTT1","HBG1","HBG2","HLA-DQA1","HLA-DRB4","HLA-DRB5","HOXC10","HOXD11","HOXD13","HSD3B2","KCNC2","KDM5D","LECT2","LHX9","LINC00221","LOC100129291","LOC100288568","LOC100507073","LOC100507199","LOC100507561","LOC100652893","LOC100653006","LOC348120","LOC400643","LOC441601","LOC90499","MAGEA1","MAGEA10","MAGEA10-MAGEA5","MAGEA11","MAGEA12","MAGEA2","MAGEA2B","MAGEA3","MAGEA4","MAGEA5","MAGEA6","MAGEA9","MAGEA9B","MAGEC1","MAGEC2","MGC39584","MUC15","NCAN","NCRNA00185","NF1P2","NHLH2","NKX6-1","NR5A1","PABPC1L2A","PABPC1L2B","PAGE5","PENK","PLA2G2A","PLA2G2D","PLEKHG4B","PMP2","POU4F2","PPP1R17","PPP1R1A","PRAME","PRKY","PRY","PRY2","PWRN1","RBP4","RMST","RPS4Y1","SERPINA12","SIX6","SLC30A3","SLC5A7","SLC6A11","SST","TERT","TLX3","TMSB4Y","TSIX","TSPY4","TTLL6","TTTY15","TTTY2","TTTY2B","TXLNG2P","UCN3","USP9Y","XAGE1A","XAGE1B","XAGE1C","XAGE1D","XAGE1E","XIST","ZFY","ZFY-AS1"
"SEQC_NB067_BD053GACXX_L2_ATCACG",4.716,-6.665,-6.665,-6.665,4.313,5.348,5.348,5.348,5.348,-1.936,-2.843,-2.843,3.925,-3.521,-6.665,-4.258,-4.258,-1.383,-2.521,3.374,-0.319,-2.258,-6.665,-6.665,-6.665,-3.258,-0.889,-3.521,2.168,2.245,2.245,2.064,-2.142,-2.142,-6.665,-6.665,5.857,-3.521,-3.521,7.765,-3.258,3.064,-2.497,-2.497,7.513,10.935,9.991,-2.497,-2.497,7.513,10.539,-2.497,6.291,8.165,7.513,8.165,-2.497,-2.497,6.291,12.182,9.75,-2.497,-2.497,9.35,11.42,8.165,9.613,9.564,-2.497,11.75,7.028,9.876,14.344,8.954,11.717,6.291,9.75,12.856,-2.497,8.165,7.513,6.291,7.876,7.513,9.564,7.028,9.564,6.291,-4.258,-3.521,-2.383,-6.665,-6.665,-0.088,3.814,2.312,3.556,-0.521,0.772,4.082,3.787,-4.843,1.286,-6.665,-4.843,-3.843,-2.843,5.406,-4.258,-2.843,2.625,-1.035,-0.17,-6.665,-4.258,-6.665,-6.665,0.772,-2.673,-4.258,-1.319,0.04,0.649,-3.258,-2.843,-3.035,2.47,3.163,2.922,1.1,-6.665,-4.843,1.779,-3.035,-3.035,-6.665,-6.665,-0.673,-3.843,-0.714,2.833,-2.521,-6.665,5.274,-6.665,-3.521,-4.258,-1.755,-6.665,-6.665,4.721,-1.673,-0.673,6.403,-3.521,-3.521,6.29,5.583,-0.936,-0.936,-6.665,-6.665,-3.035,5.77,-4.258,1.307,-2.843,3.744,-4.258,3.193,-3.258,0.858,0.461,-0.417,2.009,-3.843,5.137,-0.936,-0.936,4.661,-3.521,5.518,-6.665,-6.665,-6.665,-6.665,-6.665,-0.383,3.345,3.103
"SEQC_NB068_BD053GACXX_L2_CGATGT",4.7,-0.386,-6.665,-3.619,-4.356,-3.133,-3.133,-3.133,-3.133,-6.665,-0.159,-6.665,-1.356,-6.665,-6.665,-1.481,-1.297,-0.941,0.519,2.784,3.462,-1.034,-4.356,-4.356,-6.665,0.104,2.64,0.104,2.602,3.701,3.701,3.791,2.76,2.76,-4.356,2.699,-3.619,0.229,0.229,6.687,-2.619,-6.665,5.79,-2.497,8.112,10.835,10.183,6.205,-2.497,7.375,10.527,5.79,-2.497,8.453,6.527,8.112,7.665,-2.497,8.112,11.536,8.79,-2.497,-2.497,7.665,11.112,9.415,9.491,8.598,7.375,11.768,7.906,8.293,14.311,9.375,11.453,5.79,10.013,13.016,-2.497,7.375,5.79,7.013,7.013,8.112,8.79,8.453,9.563,7.375,-3.356,0.363,-3.941,-6.665,-6.665,3.178,2.098,0.417,4.646,-2.619,-1.619,5.654,-3.941,2.93,-1.771,-3.133,-3.941,-3.619,1.104,-4.941,-1.083,-2.24,3.249,-1.548,1.381,-4.356,-6.665,-0.24,-1.133,-1.619,-4.356,-4.941,-0.514,-4.356,-0.417,1.372,1.598,1.452,3.408,4.298,4.087,3.523,-6.665,-2.771,3.814,-6.665,-6.665,-3.133,-6.665,3.531,-1.417,-0.417,-4.356,-6.665,-4.356,3.826,-3.619,-2.24,-1.481,1.911,-1.693,-1.24,2.579,-3.133,5.363,5.314,1.115,0.168,5.922,-1.356,-6.665,-6.665,-3.356,-3.356,-3.133,-4.356,-0.583,-4.356,-1.356,3.794,-3.356,3.224,-3.941,1.093,-6.665,8.713,-6.665,-6.665,-6.665,-6.665,-6.665,-3.941,-3.133,-4.356,-0.356,-0.356,-0.356,-0.356,-0.356,8.792,-6.665,-6.665
"SEQC_NB069_BD053GACXX_L2_TTAGGC",2.422,2.644,-6.665,-6.665,-3.117,-2.947,-2.947,-2.947,-2.947,-6.665,5.755,-6.665,4.301,1.043,0.555,-3.31,-4.532,-0.691,-2.21,1.177,4.8,5.378,-4.117,-0.908,1.275,1.888,7.908,-4.532,-6.665,-3.532,-3.532,-6.665,-6.665,-6.665,-6.665,-0.725,-4.532,-6.665,-6.665,9.076,1.562,-6.665,6.537,-2.497,8.412,10.31,10.31,6.537,-2.497,9.2,10.537,-2.497,-2.497,8.412,7.76,8.412,-2.497,-2.497,7.274,11.941,10.04,-2.497,-2.497,9.653,11.292,8.653,9.81,7.76,-2.497,11.596,7.274,8.953,14.351,9.274,11.061,-2.497,10.082,12.792,-2.497,7.274,-2.497,-2.497,6.537,8.122,8.859,6.537,9.81,7.274,3.636,0.611,-0.908,0.597,-6.665,-5.117,2.418,0.309,4.72,-6.665,-6.665,2.825,3.381,-4.117,-1.473,2.684,4.225,-3.31,0.555,-6.665,-0.563,-6.665,2.073,-6.665,-1.473,-6.665,-6.665,-6.665,-2.117,-4.532,-6.665,-6.665,-6.665,-6.665,-6.665,-1.163,-0.988,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,-4.532,-6.665,4.45,4.45,-2.03,-4.532,-6.665,-4.532,4.465,-6.665,-6.665,-4.532,4.74,-6.665,2.722,2.359,0.483,5.234,-1.31,-0.725,7.901,-2.947,5.93,-0.532,-2.417,4.444,-1.073,-6.665,-6.665,1.638,-2.03,-1.594,-3.31,-2.658,3.908,4.524,7.331,2.007,-6.665,5.667,4.161,-6.665,8.972,-6.665,-3.532,-6.665,-6.665,-6.665,-3.795,-6.665,-3.795,-6.665,-6.665,-6.665,-6.665,-6.665,9.04,-4.532,-4.532
"SEQC_NB070_BD053GACXX_L2_GATCAG",7.185,-4.048,0.996,2.693,0.367,1.898,1.898,1.898,1.898,-6.665,-0.275,-2.174,-1.048,-1.546,-0.109,0.344,-3.633,3.718,5.693,6.928,7.408,3.212,-3.311,-4.048,2.675,3.841,0.148,2.422,-2.826,-1.546,-1.546,-0.275,-2.826,-2.826,-6.665,2.309,-3.048,-3.048,-3.048,1.537,2.206,-6.665,4.648,6.233,6.763,11.678,9.555,-2.497,-2.497,7.648,10.394,4.648,-2.497,9.33,6.97,7.455,5.648,-2.497,7.15,11.263,8.192,-2.497,-2.497,9.367,11.32,9.721,10.394,8.994,5.385,9.292,5.648,9.04,12.063,10.339,9.506,5.385,7.586,10.831,4.648,4.648,6.763,4.648,7.586,8.311,9.129,7.311,10.182,5.385,-0.048,-1.174,1.891,-0.109,-6.665,3.494,0.367,7.158,3.47,-1.174,-0.078,-4.633,-3.311,3.702,4.65,-4.048,-1.546,-3.311,3.473,-3.311,-3.311,-6.665,1.944,-4.633,0.707,-3.048,-6.665,-0.775,1.671,-0.078,-4.048,-1.546,-4.048,-2.633,-2.174,-2.826,-2.463,-6.665,-3.048,-1.933,-2.174,-1.633,-6.665,-6.665,-2.826,-1.933,-1.933,-6.665,-4.048,1.465,-2.463,5.336,-4.048,-4.048,-0.679,0.148,-6.665,0.496,0.433,-1.109,-2.463,-6.665,4.89,-0.078,2.591,4.504,0.982,-1.385,5.994,-2.174,-6.665,-6.665,-0.775,-2.826,-3.311,-2.048,2.268,-6.665,3.499,0.859,-4.048,5.23,-1.174,-2.463,-6.665,9.488,-6.665,-1.048,-2.826,-6.665,-6.665,-4.633,1.389,-3.048,-6.665,-6.665,-6.665,-6.665,-6.665,9.604,-6.665,-6.665
"SEQC_NB071_BD053GACXX_L2_TAGCTT",3.112,-4.336,-6.665,-4.336,-2.014,-1.673,-1.673,-1.673,-1.673,-6.665,1.61,-6.665,-0.462,1.827,-0.599,3.403,0.229,2.755,-2.114,1.618,3.336,-4.336,-6.665,-2.751,-3.336,-2.336,-0.967,-2.751,-1.834,-6.665,-6.665,-6.665,-6.665,-6.665,-3.599,-6.665,-3.921,2.497,2.497,4.712,-3.599,-6.665,6.305,5.568,5.568,11.376,9.113,5.568,-2.497,7.684,10.092,7.153,5.568,9.376,6.791,7.89,6.791,-2.497,6.791,11.642,8.305,-2.497,5.568,8.376,11.231,10.05,10.393,9.475,-2.497,8.938,6.791,9.443,11.854,9.89,9.071,6.305,7.568,9.816,6.305,5.568,6.305,5.568,8.231,8.305,9.41,7.153,9.866,5.568,-3.599,-6.665,-1.751,-6.665,-6.665,1.986,-0.063,7.179,-4.921,2.15,3.129,-6.665,2.854,-6.665,-3.599,-6.665,-4.336,-2.336,4.229,-3.114,-3.599,-6.665,-3.114,-6.665,-4.336,1.239,-6.665,-6.665,1.656,3.129,-4.336,-4.336,-4.921,-6.665,-6.665,-6.665,-4.336,-4.336,-3.336,-4.336,-4.336,-6.665,-6.665,-6.665,-4.336,-4.336,-4.336,-6.665,-6.665,-4.921,-3.599,-0.673,-6.665,-4.336,-1.921,-3.336,-3.921,-6.665,-6.665,-4.921,-2.751,-1.277,1.419,-0.193,1.41,3.348,1.021,4.578,3.259,-2.014,-6.665,-6.665,3.614,-4.336,-0.636,-2.751,3.278,-6.665,-2.014,-3.599,-1.673,2.09,-2.751,-6.665,-6.665,9.842,-6.665,4.458,-4.921,-6.665,-6.665,-6.665,4.28,-4.921,-6.665,-6.665,-6.665,-6.665,-6.665,9.925,-4.921,-4.921
"SEQC_NB072_BD053GACXX_L2_GGCTAC",7.244,-5.022,-6.665,1.065,0.044,0.896,0.896,0.896,0.896,-0.935,2.322,-3.7,-6.665,-6.665,2.525,-6.665,-5.022,4.185,4.475,4.244,3.145,3.251,-3.437,-6.665,-5.022,-1.379,-2.115,0.148,0.281,0.932,0.932,-3.215,-6.665,-6.665,-6.665,-6.665,5.926,-2.115,-2.115,5.759,-1.7,3.27,-2.497,6.635,6.149,11.615,9.71,5.412,6.149,7.915,10.287,-2.497,-2.497,9.66,5.412,7.915,5.412,6.149,6.149,11.528,7.827,-2.497,6.635,8.685,11.287,10.237,10.202,9.442,5.412,9.382,6.997,9.351,11.936,9.758,9.758,5.412,8.075,10.925,6.149,5.412,5.412,-2.497,8.287,8.582,9.5,5.412,9.977,6.635,-3.437,-6.665,1.517,-4.437,-6.665,-0.189,-5.022,7.706,3.463,-1.437,-0.267,3.826,3.902,-3.022,5.664,-6.665,-3.7,-6.665,-2.322,5.439,-6.665,-5.022,0.353,-3.437,-1.935,0.692,-6.665,0.187,-6.665,-0.164,-5.022,2.596,-3.022,-4.437,-2.852,-6.665,-3.7,-6.665,0.244,0.517,0.404,-0.978,-6.665,-6.665,1.379,-4.437,-4.437,-4.437,-6.665,-0.294,-4.022,0.664,2.733,-3.7,-6.665,5.048,-5.022,-1.379,-0.978,-2.563,-4.437,-6.665,3.235,2.097,-3.7,5.403,-1.935,1.914,6.536,5.889,0.107,0.107,-5.022,-4.437,-0.294,6.145,2.06,-6.665,-0.563,-2.852,-4.022,4.812,-2.852,-6.665,2.469,-0.241,-6.665,-1.322,5.535,-1.63,-1.63,4.563,2.668,5.64,-6.665,-6.665,-6.665,-6.665,-6.665,-0.14,2.574,2.148
"SEQC_NB073_BD053GACXX_L3_TGACCA",6.059,1.033,-3.711,-4.448,0.475,1.253,1.253,1.253,1.253,-6.665,-2.573,0.117,-1.64,-6.665,-2.711,-4.448,-4.448,-2.711,-0.278,5.656,3.122,-1.863,-6.665,-0.573,-6.665,-1.785,-4.448,0.012,2.739,2.965,2.965,-1.078,-6.665,-6.665,-4.448,-0.175,-2.573,-3.225,-3.225,1.157,-4.448,-6.665,6.276,-2.497,8.276,10.622,9.645,-2.497,-2.497,8.598,10.473,7.013,-2.497,9.215,7.499,8.392,-2.497,-2.497,6.276,11.622,9.645,6.276,-2.497,7.861,11.246,9.335,9.446,9.598,-2.497,11.831,7.499,9.335,14.374,9.276,11.91,6.276,9.977,12.8,-2.497,7.499,-2.497,6.276,6.276,-2.497,9.446,6.276,9.335,8.151,-5.033,-6.665,0.076,-6.665,-6.665,-0.785,-2.573,8.547,3.995,-4.448,-4.033,-4.033,4.079,2.984,-1.225,-6.665,-4.448,-4.448,-3.711,-3.448,-4.448,-4.448,3.522,-4.448,2.898,-6.665,-6.665,-4.033,-3.711,-4.033,-6.665,-5.033,-3.225,-3.711,-1.509,-1.509,-1.175,-6.665,2.668,3.707,3.477,2.05,-6.665,-3.711,2.979,-1.945,-1.945,-2.573,-4.448,5.559,-4.448,-3.711,-6.665,-4.448,-6.665,5.262,-6.665,-6.665,-4.448,-3.225,-1.945,1.012,3.22,-2.126,-2.448,6.3,-5.033,-1.278,8.223,-0.033,-6.665,-6.665,-6.665,-2.573,-6.665,-2.863,1.055,-6.665,-4.033,1.762,-4.448,1.351,-2.863,0.342,-4.448,9.574,-6.665,-3.711,-4.448,-6.665,-6.665,-5.033,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,-6.665,9.669,-6.665,-6.665
"SEQC_NB074_BD053GACXX_L3_ACAGTG",7.861,-4.416,3.385,-3.679,-2.416,-1.357,-1.357,-1.357,-1.357,-3.194,7.059,-3.001,5.308,-6.665,-2.001,1.727,-6.665,5.106,3.228,-2.679,-2.679,3.24,-3.416,-3.194,-6.665,-3.194,4.449,-0.609,3.019,4.093,4.093,1.475,-6.665,-6.665,-6.665,-2.542,6.01,2.378,2.378,10.607,-4.416,3.975,-2.497,-2.497,8.216,10.942,9.56,6.838,-2.497,6.838,10.873,7.323,6.101,8.603,6.101,7.975,6.101,6.101,-2.497,11.696,9.56,6.101,-2.497,7.686,11.101,9.271,9.764,8.764,6.838,11.959,7.975,9.271,14.333,7.975,11.655,-2.497,10.398,12.908,6.101,6.101,6.838,6.101,7.686,7.686,9.374,7.686,9.603,7.975,-3.679,-4.416,-4.416,-5.001,-6.665,-6.665,-6.665,6.05,4.673,1.793,3.354,-4.001,4.245,-0.416,-2.301,0.442,1.054,-3.001,-2.416,5.279,-4.001,4.169,-1.753,-3.194,-3.679,-3.679,-6.665,-4.416,-6.665,3.354,-4.416,-6.665,-4.416,-4.416,-3.194,-3.001,-2.679,-4.416,3.637,5.442,5.158,4.439,-6.665,-6.665,4.89,-6.665,-6.665,-6.665,-6.665,-3.416,-0.509,2.939,2.703,-3.679,2.941,3.03,-4.416,-1.477,-2.094,-6.665,5.777,-6.665,-0.831,4.013,-4.416,4.537,-2.416,-4.416,-0.273,6.429,-2.679,-2.679,-4.416,-6.665,-3.194,5.959,-6.665,-1.477,-2.001,0.988,-4.416,7.355,-3.679,0.043,0.065,0.228,-2.542,1.491,5.669,-3.194,-3.194,5.438,0.767,5.483,-4.416,-4.416,-4.416,-4.416,-4.416,0.458,3.682,3.343
"SEQC_NB075_BD053GACXX_L3_GCCAAT",4.188,-6.665,-6.665,-4.648,-1.911,-1.146,-1.146,-1.146,-1.146,-6.665,6.769,-6.665,4.188,-4.648,2.29,-0.911,-0.233,0.033,3.596,4.103,5.037,4.588,-6.665,-3.911,2.267,1.703,-2.911,-2.146,-0.351,1.986,1.986,0.176,-1.426,-1.426,1.185,1.389,-3.648,-5.233,-5.233,6.982,-2.063,-3.911,-2.497,-2.497,6.38,11.558,9.891,6.38,-2.497,7.965,9.94,7.517,6.38,9.102,6.643,8.581,6.38,-2.497,6.865,11.306,6.865,-2.497,5.643,9.187,11.218,9.839,10.45,9.102,-2.497,9.612,5.643,9.343,11.884,9.786,9.102,-2.497,7.965,10.55,5.643,-2.497,7.758,5.643,7.517,8.306,9.187,7.228,9.813,5.643,-0.948,-6.665,1.08,-6.665,-6.665,2.137,-6.665,4.331,-3.233,-5.233,-5.233,3.761,-4.233,2.124,0.875,-6.665,-3.911,0.107,-3.648,-2.648,-5.233,-4.648,3.195,-4.648,1.508,-4.648,-6.665,1.15,-6.665,-5.233,-3.911,0.467,0.07,-1.589,-0.004,-3.063,-3.063,-6.665,0.159,2.348,2.093,-1.841,-6.665,-6.665,1.201,0.686,0.686,-6.665,-6.665,-1.326,-3.911,-0.619,-6.665,-3.063,-3.911,4.706,-0.948,-2.233,-4.233,-1.985,-3.063,-6.665,3.954,-2.326,0.996,4.078,4.085,2.888,4.204,-1.233,-6.665,-6.665,-2.326,-6.665,-1.648,-1.911,-1.233,-1.375,-0.807,-6.665,-4.233,4.342,-3.911,-2.774,-6.665,6.055,-6.665,-1.426,-3.063,-6.665,-6.665,-4.648,0.159,-4.648,-2.233,-2.233,-2.233,-2.233,-2.233,6.134,-3.911,-3.911
"SEQC_NB076_BD053GACXX_L3_CAGATC",6.104,-6.665,-2.322,3.349,-1.022,-0.294,-0.294,-0.294,-0.294,-3.215,-2.7,-2.852,-4.437,-6.665,-4.437,-3.7,-2.215,3.554,-3.215,-0.7,-1.378,-0.893,-5.022,-4.022,-2.563,-6.665,-3.215,3.247,2.839,2.935,2.935,2.502,0.282,0.282,-5.022,-6.665,2.978,-4.437,-4.437,5.159,-1.563,-0.437,5.877,-2.497,5.877,11.649,9.421,5.877,-2.497,7.992,10.559,6.614,5.877,9.577,7.992,8.684,5.877,6.614,6.614,11.234,7.462,-2.497,5.877,8.684,11.472,9.964,10.15,9.246,5.877,9.846,5.877,8.684,12.08,10.358,9.336,-2.497,7.992,10.992,5.877,6.614,7.462,-2.497,7.099,7.751,9.379,8.199,10.314,-2.497,-1.378,-2.852,-4.437,2.466,-6.665,1.254,-4.437,5.406,3.009,-4.437,-2.437,4.137,3.413,-2.322,4.222,-6.665,-2.563,-4.437,-5.022,2.861,-4.437,-3.7,2.618,-1.63,1.188,-6.665,-6.665,-4.022,-6.665,-2.437,-6.665,1.746,-2.852,-2.852,1.076,-0.812,-0.737,-5.022,3.58,3.792,3.571,1.842,-6.665,-4.437,2.06,-6.665,-6.665,-4.437,-6.665,0.044,0.607,3.394,-2.022,-4.437,-3.437,5.196,-6.665,0.387,0.148,-0.115,-4.437,-6.665,2.585,-0.596,-0.893,6.197,-2.852,-4.437,5.184,1.995,-6.665,-6.665,-6.665,-4.437,-6.665,3.202,1.978,-6.665,-1.63,-0.664,-4.437,0.944,-3.437,-1.115,-3.022,-0.737,-6.665,-5.022,-0.812,-6.665,-6.665,1.811,-2.852,1.706,-4.437,-4.437,-4.437,-4.437,-4.437,-0.893,0.692,0.502
"SEQC_NB077_BD053GACXX_L3_GGCTAC",3.947,-4.461,-3.724,-4.461,-4.046,-3.046,-3.046,-3.046,-3.046,-0.139,-2.876,-4.461,0.258,-6.665,-1.139,-1.724,-4.461,1.47,3.329,4.077,4.808,3.95,-6.665,4.8,-6.665,-1.461,-1.402,-3.461,-0.431,-0.115,-0.115,-2.724,-5.046,-5.046,-6.665,1.134,5.64,-4.461,-4.461,0.478,-6.665,3.378,-2.497,-2.497,8.409,10.731,9.352,7.516,-2.497,8.409,10.066,6.293,6.293,9.101,7.516,8.796,6.293,6.293,6.293,11.947,9.918,-2.497,-2.497,8.956,11.118,8.956,9.994,9.03,-2.497,11.888,7.878,9.663,14.228,9.708,11.118,6.293,10.135,12.975,6.293,7.516,8.409,6.293,7.878,7.03,9.838,7.516,9.232,8.409,-6.665,-6.665,1.276,-6.665,-4.461,1.774,-0.291,8.281,4.02,-2.586,-2.876,-6.665,-4.461,-6.665,0.696,-6.665,-6.665,-6.665,-1.798,5.375,-6.665,-6.665,-1.876,-4.461,-6.665,1.454,-6.665,-4.461,-3.724,-2.876,-4.461,-0.836,-6.665,-4.461,-2.876,-6.665,-6.665,-6.665,-1.001,-0.491,-0.491,-0.653,-6.665,-6.665,1.154,-4.461,-4.461,-4.461,-6.665,-0.958,-6.665,0.787,2.722,-6.665,-4.461,-1.798,-6.665,1.154,1.569,-3.238,-2.139,-2.046,1.285,-1.402,1.073,4.706,-0.318,3.787,6.322,5.79,1.486,1.486,-6.665,-3.724,-2.876,5.416,-2.724,-4.461,-3.724,-0.431,-3.724,-0.916,-3.724,-6.665,1.202,-0.798,-2.724,-0.876,5.668,-0.619,-0.619,4.549,2.949,5.571,-3.238,-3.238,-3.238,-3.238,-3.238,-0.724,4.115,4.004
"SEQC_NB078_BD053GACXX_L3_CTTGTA",5.383,-6.665,-6.665,-4.504,0.159,1.563,1.563,1.563,1.563,0.251,-0.629,-6.665,-3.089,-6.665,1.763,2.629,-6.665,-1.629,2.056,5.106,2.863,1.121,-0.731,-4.504,-6.665,-0.841,-3.281,-2.919,0.511,1.169,1.169,-1.919,-4.504,-4.504,-6.665,-4.504,6.315,-4.504,-4.504,-0.134,0.338,3.629,-2.497,-2.497,5.854,11.517,9.554,-2.497,-2.497,7.728,10.728,5.854,-2.497,9.356,-2.497,7.439,6.591,-2.497,5.854,11.703,7.969,-2.497,-2.497,8.356,11.439,9.941,10.678,9.076,5.854,8.517,7.076,9.398,11.997,9.941,9.883,-2.497,7.969,10.777,-2.497,5.854,-2.497,-2.497,7.591,8.176,9.223,8.176,10.536,5.854,-3.504,-6.665,-2.504,2.587,-4.504,-6.665,1.14,7.341,3.171,-5.089,-6.665,-4.089,-4.504,2.159,3.524,-6.665,-3.767,-6.665,3.319,6.097,-6.665,-3.767,0.233,-6.665,-0.445,-6.665,-6.665,-2.919,1.395,-6.665,-2.767,0.719,-4.504,-6.665,-3.281,-6.665,-4.504,-3.089,-1.134,1.548,1.329,-0.919,-6.665,-6.665,0.101,0.541,0.541,-3.767,-6.665,-0.281,-6.665,1.626,3.023,-6.665,-6.665,4.834,-4.504,3.069,2.863,-4.089,-6.665,-6.665,5.136,0.371,-3.281,5.807,-0.841,-6.665,5.134,6.427,0.387,0.387,-4.504,-6.665,-3.767,6.118,-5.089,-6.665,2.106,-0.959,-2.919,0.159,-4.504,-4.504,2.096,-0.767,0.626,-2.629,6.346,-1.565,-1.565,5.139,-0.066,6.162,-6.665,-6.665,-6.665,-6.665,-6.665,-0.731,4.43,4.196
"SEQC_NB079_BD053GACXX_L4_ATCACG",3.766,-6.665,-6.665,-3.751,0.293,1.336,1.336,1.336,1.336,-0.466,-3.43,-4.751,-0.944,-4.167,-2.292,3.628,-1.845,4.258,-2.751,4.762,4.389,3.287,-6.665,-0.504,-4.751,-2.167,-0.43,1.515,-1.664,0.99,0.99,-1.751,-2.582,-2.582,-6.665,-3.43,6.266,-4.167,-4.167,7.036,0.293,3.626,6.361,-2.497,9.236,10.776,9.905,6.361,7.098,7.583,10.659,-2.497,-2.497,9.531,7.583,7.946,-2.497,7.098,6.361,11.831,10.062,-2.497,-2.497,9.024,11.116,8.683,9.3,8.683,-2.497,11.821,7.946,9.236,14.173,9.168,11.609,6.361,10.449,12.821,-2.497,7.946,7.098,7.098,7.946,8.098,8.236,-2.497,9.73,8.236,-0.997,-2.051,0.131,-4.751,-4.167,-2.582,4.435,1.9,-3.751,-4.751,-6.665,3.909,-1.228,2.654,-2.051,-6.665,-6.665,-6.665,1.764,6.312,-1.228,-3.751,0.907,-2.582,-0.051,0.606,-6.665,-1.167,-0.542,-6.665,-2.944,-3.167,1.325,-3.43,-2.292,-1.359,-0.894,-3.751,-0.797,1.641,1.448,-1.167,-6.665,-3.43,0.515,-3.43,-3.43,-4.167,-6.665,2.57,-1.751,0.803,3.217,-4.751,-3.43,-0.504,-4.167,-1.43,-1.228,-6.665,-2.944,-4.751,0.691,-2.051,-2.051,4.412,-2.751,-2.43,4.415,5.133,0.131,0.131,-6.665,-1.944,0.418,6.123,-1.228,-6.665,3.116,-4.167,-2.944,6.863,-2.292,3.928,1.525,-0.394,0.203,-2.292,5.817,-0.582,-0.582,4.853,-2.751,6.068,-6.665,-6.665,-6.665,-6.665,-6.665,-0.325,3.987,3.748
"SEQC_NB080_BD053GACXX_L4_TTAGGC",2.289,-4.379,-2.379,-0.794,-2.157,-1.572,-1.572,-1.572,-1.572,-6.665,4.692,-1.01,5.647,0.102,-1.505,-4.379,-3.642,1.961,-1.32,-2.057,-1.01,4.046,2.298,2.064,-4.379,-3.964,0.462,0.606,0.265,2.086,2.086,-6.665,-6.665,-6.665,-4.964,0.495,-2.794,-1.44,-1.44,8.049,4.418,-6.665,-2.497,5.881,7.755,10.866,9.34,5.881,-2.497,8.544,9.968,-2.497,-2.497,8.544,-2.497,8.819,6.618,5.881,5.881,11.903,9.544,-2.497,-2.497,9.051,10.835,8.94,10.179,8.544,6.618,12.351,7.755,8.688,14.369,9.25,11.662,-2.497,10.486,12.888,-2.497,8.203,8.203,5.881,5.881,8.544,9.051,7.466,9.25,7.755,-3.642,2.191,-6.665,-6.665,3.4,-0.44,1.583,0.145,4.134,1.265,2.952,0.621,0.979,-4.964,2.445,-6.665,-6.665,-6.665,-4.379,-2.964,1.155,3.121,0.165,-6.665,3.378,-4.379,-6.665,-6.665,-6.665,2.97,-6.665,-2.264,-6.665,-2.379,-6.665,-3.642,-2.794,-3.157,1.798,2.708,2.38,0.013,-6.665,-3.642,0.358,-3.642,-3.642,-3.157,-3.379,-3.964,-2.505,6.43,-6.665,-6.665,-2.505,-4.379,-4.379,-4.379,-2.642,-2.794,5.074,-4.964,-3.642,6.069,-0.32,1.636,-4.379,-2.157,7.275,-0.379,-6.665,-6.665,2.019,-2.794,-2.157,-2.964,-2.794,-6.665,6.227,1.471,2.556,-2.794,3.85,4.312,-6.665,8.921,-4.964,-2.264,-4.964,-4.379,-4.379,-6.665,-3.157,-3.157,-3.964,-3.964,-3.964,-3.964,-3.964,9.048,-3.379,-3.157
